date,strategy,family,method,n_selected_factors,mp_lower_edge,mp_upper_edge,top_eigenvalue,avg_abs_zscore,n_active_positions
2022-09-01,sector_baseline,baseline,sector,0.0,0.0,0.0,0.0,0.6788565028629937,24
2022-09-01,raw_pca_residual,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.948300820129163,0.6754956399652938,24
2022-09-01,raw_pca_stabilized,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.948300820129163,0.6754956399652938,24
2022-09-01,rmt_filtered_residual,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.948300820129163,0.6694318314913342,24
2022-09-01,rmt_filtered_conservative,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.948300820129163,0.6694318314913342,24
2022-09-02,sector_baseline,baseline,sector,0.0,0.0,0.0,0.0,1.0315279268258892,24
2022-09-02,raw_pca_residual,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.943682136991647,0.9217102548468176,24
2022-09-02,raw_pca_stabilized,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.943682136991647,0.9217102548468176,24
2022-09-02,rmt_filtered_residual,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.943682136991647,0.9907427273600544,24
2022-09-02,rmt_filtered_conservative,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.943682136991647,0.9907427273600544,24
2022-09-05,sector_baseline,baseline,sector,0.0,0.0,0.0,0.0,0.743835589524117,24
2022-09-05,raw_pca_residual,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.839137748446344,1.1517364281210514,24
2022-09-05,raw_pca_stabilized,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.839137748446344,1.1517364281210514,24
2022-09-05,rmt_filtered_residual,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.839137748446344,0.7259883381250929,24
2022-09-05,rmt_filtered_conservative,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.839137748446344,0.7259883381250929,24
2022-09-06,sector_baseline,baseline,sector,0.0,0.0,0.0,0.0,0.8074314502506624,24
2022-09-06,raw_pca_residual,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.960774097364,0.39538356450638484,24
2022-09-06,raw_pca_stabilized,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.960774097364,0.39538356450638484,24
2022-09-06,rmt_filtered_residual,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.960774097364,0.8479920652397558,24
2022-09-06,rmt_filtered_conservative,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.960774097364,0.8479920652397558,24
2022-09-07,sector_baseline,baseline,sector,0.0,0.0,0.0,0.0,0.6260023649471657,24
2022-09-07,raw_pca_residual,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,18.06222163905187,0.6824991061403903,24
2022-09-07,raw_pca_stabilized,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,18.06222163905187,0.6824991061403903,24
2022-09-07,rmt_filtered_residual,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,18.06222163905187,0.6657933250700077,24
2022-09-07,rmt_filtered_conservative,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,18.06222163905187,0.6657933250700077,24
2022-09-08,sector_baseline,baseline,sector,0.0,0.0,0.0,0.0,0.6942228540343587,24
2022-09-08,raw_pca_residual,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.999955065203988,1.1426349202064057,24
2022-09-08,raw_pca_stabilized,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.999955065203988,1.1426349202064057,24
2022-09-08,rmt_filtered_residual,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.999955065203988,0.6514377088166928,24
2022-09-08,rmt_filtered_conservative,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.999955065203988,0.6514377088166928,24
2022-09-09,sector_baseline,baseline,sector,0.0,0.0,0.0,0.0,0.7056823080672995,24
2022-09-09,raw_pca_residual,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.915261304730535,0.6055685697639194,24
2022-09-09,raw_pca_stabilized,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.915261304730535,0.6055685697639194,24
2022-09-09,rmt_filtered_residual,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.915261304730535,0.6896764115265613,24
2022-09-09,rmt_filtered_conservative,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.915261304730535,0.6896764115265613,24
2022-09-12,sector_baseline,baseline,sector,0.0,0.0,0.0,0.0,0.8257116211126038,24
2022-09-12,raw_pca_residual,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.791843453810916,0.8427561578646334,24
2022-09-12,raw_pca_stabilized,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.791843453810916,0.8427561578646334,24
2022-09-12,rmt_filtered_residual,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.791843453810916,0.7197974721859675,24
2022-09-12,rmt_filtered_conservative,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.791843453810916,0.7197974721859675,24
2022-09-13,sector_baseline,baseline,sector,0.0,0.0,0.0,0.0,0.8194059823920705,24
2022-09-13,raw_pca_residual,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.83320931860469,0.7282292650695793,24
2022-09-13,raw_pca_stabilized,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.83320931860469,0.7282292650695793,24
2022-09-13,rmt_filtered_residual,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.83320931860469,0.8640224420681689,24
2022-09-13,rmt_filtered_conservative,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.83320931860469,0.8640224420681689,24
2022-09-14,sector_baseline,baseline,sector,0.0,0.0,0.0,0.0,0.6676005756358503,24
2022-09-14,raw_pca_residual,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.86670753777655,0.8719840855427227,24
2022-09-14,raw_pca_stabilized,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.86670753777655,0.8719840855427227,24
2022-09-14,rmt_filtered_residual,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.86670753777655,1.0159130486568093,24
2022-09-14,rmt_filtered_conservative,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.86670753777655,1.0159130486568093,24
2022-09-15,sector_baseline,baseline,sector,0.0,0.0,0.0,0.0,0.9312012233593876,24
2022-09-15,raw_pca_residual,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.83610186995306,0.4915081517542226,24
2022-09-15,raw_pca_stabilized,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.83610186995306,0.4915081517542226,24
2022-09-15,rmt_filtered_residual,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.83610186995306,1.079517265123811,24
2022-09-15,rmt_filtered_conservative,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.83610186995306,1.079517265123811,24
2022-09-16,sector_baseline,baseline,sector,0.0,0.0,0.0,0.0,0.7200028460330451,24
2022-09-16,raw_pca_residual,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.597232561661155,0.8485696749441795,24
2022-09-16,raw_pca_stabilized,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.597232561661155,0.8485696749441795,24
2022-09-16,rmt_filtered_residual,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.597232561661155,0.8398624774982472,24
2022-09-16,rmt_filtered_conservative,rmt_filtered,rmt,1.0,0.14652558125564566,2.6153791806491165,17.597232561661155,0.8398624774982472,24
2022-09-19,sector_baseline,baseline,sector,0.0,0.0,0.0,0.0,0.9346949920333404,24
2022-09-19,raw_pca_residual,raw_pca,raw_pca,14.0,0.14652558125564566,2.6153791806491165,17.387565753981065,1.1515110434734757,24
