date,ticker,sector,close,volume,benchmark_close
2024-03-14,UPS,industrials,153.89,4101644.0,514.95
2024-03-14,WMT,consumer,61.02,16584660.0,514.95
2024-03-15,AAPL,technology,172.62,121752700.0,509.83
2024-03-15,ABBV,healthcare,177.88,20957950.0,509.83
2024-03-15,BAC,financials,35.41,69646390.0,509.83
2024-03-15,BLK,financials,802.52,1576934.0,509.83
2024-03-15,CAT,industrials,346.97,4406009.0,509.83
2024-03-15,COST,consumer,725.63,3390743.0,509.83
2024-03-15,CSCO,technology,48.93,57049240.0,509.83
2024-03-15,DIS,communication_services,111.95,15364180.0,509.83
2024-03-15,GOOGL,communication_services,141.18,49475420.0,509.83
2024-03-15,GS,financials,387.21,3763948.0,509.83
2024-03-15,HD,consumer,373.23,9234905.0,509.83
2024-03-15,HON,industrials,187.3918,6310153.0,509.83
2024-03-15,JNJ,healthcare,158.18,13165500.0,509.83
2024-03-15,JPM,financials,190.3,17214230.0,509.83
2024-03-15,MCD,consumer,279.14,5071675.0,509.83
2024-03-15,META,communication_services,484.1,29153580.0,509.83
2024-03-15,MRK,healthcare,121.52,46477420.0,509.83
2024-03-15,MSFT,technology,416.42,45079900.0,509.83
2024-03-15,NFLX,communication_services,60.588,66716290.0,509.83
2024-03-15,ORCL,technology,125.54,17844880.0,509.83
2024-03-15,PFE,healthcare,27.94,75727850.0,509.83
2024-03-15,UNP,industrials,244.13,3258911.0,509.83
2024-03-15,UPS,industrials,153.37,8821704.0,509.83
2024-03-15,WMT,consumer,60.68,50946330.0,509.83
2024-03-18,AAPL,technology,173.72,75604180.0,512.86
2024-03-18,ABBV,healthcare,178.49,8569244.0,512.86
2024-03-18,BAC,financials,36.01,50617860.0,512.86
2024-03-18,BLK,financials,800.25,634805.0,512.86
2024-03-18,CAT,industrials,351.9,2528184.0,512.86
2024-03-18,COST,consumer,731.54,1595245.0,512.86
2024-03-18,CSCO,technology,49.27,17406660.0,512.86
2024-03-18,DIS,communication_services,113.85,11820760.0,512.86
2024-03-18,GOOGL,communication_services,147.68,69273700.0,512.86
2024-03-18,GS,financials,384.37,2069030.0,512.86
2024-03-18,HD,consumer,371.91,3455722.0,512.86
2024-03-18,HON,industrials,186.5103,2481716.0,512.86
2024-03-18,JNJ,healthcare,156.76,6602255.0,512.86
2024-03-18,JPM,financials,192.66,9013843.0,512.86
2024-03-18,MCD,consumer,278.58,3319435.0,512.86
2024-03-18,META,communication_services,496.98,11755250.0,512.86
2024-03-18,MRK,healthcare,121.44,8311895.0,512.86
2024-03-18,MSFT,technology,417.32,20105980.0,512.86
2024-03-18,NFLX,communication_services,61.839,33442440.0,512.86
2024-03-18,ORCL,technology,127.8,12231420.0,512.86
2024-03-18,PFE,healthcare,27.72,36226500.0,512.86
2024-03-18,UNP,industrials,244.36,2280848.0,512.86
2024-03-18,UPS,industrials,151.69,5181842.0,512.86
2024-03-18,WMT,consumer,60.86,16801660.0,512.86
2024-03-19,AAPL,technology,176.08,55215240.0,515.71
2024-03-19,ABBV,healthcare,179.66,7625613.0,515.71
2024-03-19,BAC,financials,36.03,46113770.0,515.71
2024-03-19,BLK,financials,802.3,593932.0,515.71
2024-03-19,CAT,industrials,353.9,2207751.0,515.71
2024-03-19,COST,consumer,732.17,1322684.0,515.71
2024-03-19,CSCO,technology,49.14,19601130.0,515.71
2024-03-19,DIS,communication_services,114.51,10999740.0,515.71
2024-03-19,GOOGL,communication_services,147.03,24070440.0,515.71
2024-03-19,GS,financials,388.66,1858220.0,515.71
2024-03-19,HD,consumer,379.41,3493781.0,515.71
2024-03-19,HON,industrials,188.6715,4524803.0,515.71
2024-03-19,JNJ,healthcare,156.21,7840624.0,515.71
2024-03-19,JPM,financials,193.79,8478717.0,515.71
2024-03-19,MCD,consumer,282.87,4055380.0,515.71
2024-03-19,META,communication_services,496.24,10903090.0,515.71
2024-03-19,MRK,healthcare,122.2,11696820.0,515.71
2024-03-19,MSFT,technology,421.41,19837920.0,515.71
2024-03-19,NFLX,communication_services,62.074,21426130.0,515.71
2024-03-19,ORCL,technology,129.19,10220950.0,515.71
2024-03-19,PFE,healthcare,27.63,29026580.0,515.71
2024-03-19,UNP,industrials,242.71,3244316.0,515.71
2024-03-19,UPS,industrials,153.2,4210103.0,515.71
2024-03-19,WMT,consumer,60.87,12353620.0,515.71
2024-03-20,AAPL,technology,178.67,53423100.0,520.48
2024-03-20,ABBV,healthcare,176.27,7326558.0,520.48
2024-03-20,BAC,financials,36.75,40518960.0,520.48
2024-03-20,BLK,financials,817.89,451403.0,520.48
2024-03-20,CAT,industrials,356.45,2563949.0,520.48
2024-03-20,COST,consumer,740.72,1398710.0,520.48
2024-03-20,CSCO,technology,49.55,18554110.0,520.48
2024-03-20,DIS,communication_services,116.46,11699650.0,520.48
2024-03-20,GOOGL,communication_services,148.74,21311500.0,520.48
